ID	title	article_snippet	rating	scientific_claim	annotator_1	annotator_2	annotator_3
105645043441064927518702590597259707996	Census Data, CDC Database Expose Unvaccinated	Census Data, CDC Database Expose Unvaccinated On Saturday, September 11, 43-year-old Dale Oliver of Sandy Hook, Kentucky, was engaged in his typical weekend ritual—watching college football on TV—when he heard a knock on his front door. Upon opening it, he found himself face-to-face with two uninvited guests, representatives of Elliott County Health Department. They wished to speak to him about his vaccination status.  “It’s come to our attention your family has not been vaccinated. May we come in?” one hea	FALSE	False	0	0	0
267790766862268510261788753813859451354	Study Finds Predominance of Antibody-Resistant SARS-CoV-2 Variants in Vaccine Breakthrough Cases in San Francisco Bay Area	Study Finds Predominance of Antibody-Resistant SARS-CoV-2 Variants in Vaccine Breakthrough Cases in San Francisco Bay Area What this study finds is exactly what vaccine developer Geert Vanden Bossche (Belgium) has been predicting. The predominance of antibody-resistant SARS-CoV-2 variants in vaccine breakthrough cases from the San Francisco Bay Area, California. [DATA LINK HERE]  The California study finds that vaccinated individuals are more susceptible to COVID variant infections than unvaccinated. Geer	FALSE	True	1	1	1
124010988732731306866206608100274948958	Vaccine Caused 13 Year Old's Heart To Stop After Jab, Mother In Halifax Claims	Vaccine Caused 13 Year Old's Heart To Stop After Jab, Mother In Halifax Claims The frequency of people reporting adverse reactions to the COVID ‘vaccines’ seems to be increasing as more people are coerced into taking them.  Even though the so-called experts and government officials know this, they continue to push for more people to get the jab by almost any means necessary.  TIRED OF THE ADS? BECOME A PREMIUM USER TODAY!!  >>>FOLLOW US ON GAB<<<  Close More from Red Voice Media  “So my daughter just contac	FALSE	False	1	0	0
43676147105425797478940064230863031145	FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not	FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not The U.S. Food and Drug Administration’s announcement Monday that it had granted “full approval” to the Covid shots being offered by Pfizer is riddled with deceptions meant to trick the American public into thinking they have no choice but to take the jab while at the same time protecting a major pharmaceutical company from legal liability.  What was actu	FALSE	False	0	0	0
43575447604673646481094151930617813921	New Study Shows 1 in 1000 Develop Heart Inflammation After Covid Vaccination; Myocarditis and Other Related Heart Conditions Have Increased Death Rate Within 5 Years	New Study Shows 1 in 1000 Develop Heart Inflammation After Covid Vaccination; Myocarditis and Other Related Heart Conditions Have Increased Death Rate Within 5 Years A shocking new study that was conducted by researchers at Canada’s University of Ottawa Heart Institute found that one out of every thousand(1/1000) mRNA Covid-19 vaccinations causes heart inflammation(myopericarditis) to develop rapidly in otherwise healthy individuals.  The study looked at over 32,000 individuals who had received either the P	Other	True	1	1	1
303884933116057524070918302367133574254	55 Years After His Death, Walt Disney’s Frozen Body Will Be Thawed December 2021	55 Years After His Death, Walt Disney’s Frozen Body Will Be Thawed December 2021 0 Shares  Disneyland, CA- Walt Disney was frozen in a cryogenic tank shortly after he died in the hopes that science would one day be able to reanimate his frozen body after a cure for his ailments were found. The time to test that theory has come. This coming December, to mark the 55th anniversary of Mr. Disney’s passing, The Cryonics Institute will set in motion reanimation procedures.  This whole event will be captured and r	FALSE	False	0	0	0
41301074241283881671743762975670417063	BREAKING – HUGE: Results of Canvassing in Arizona Released – ELECTION STEAL IS NOW CONFIRMED	"BREAKING – HUGE: Results of Canvassing in Arizona Released – ELECTION STEAL IS NOW CONFIRMED The results from canvassing efforts in Arizona are now out…  This was a separate exercise from the Maricopa County audit the Arizona Senate is sponsoring.  Liz Harris broke the news this morning.  For all of those who knew this election was stolen, those who were ridiculed or labeled conspiracy theorists – You have been vindicated.  TRENDING: ""I Went There for You My Son"" - J6 Political Prisoner Chris Quaglin Was Br"	FALSE	False	0	0	0
140198032560885096183448016115491461747	President Biden leaves American Service Dogs in Afghanistan -	President Biden leaves American Service Dogs in Afghanistan - President Biden leaves American Service Dogs in Afghanistan  President Biden’s Afghanistan withdrawal continues to be one of the worst ever.  Biden is now coming under fire for leaving contracted working Service Dogs behind in Afghanistan.  The American Humane Group said the K-9’s are now at the hands of our enemy. The nonprofit is calling upon Congress to take action to classify working dogs on the same level as military working dogs.  Ameri	Partially false	False	0	0	0
285957877213079161020337624672032962390	Scientists successfully recreate Tyrannosaurus Rex embryo from chicken DNA	Scientists successfully recreate Tyrannosaurus Rex embryo from chicken DNA A 68 million-year-old DNA sample retrieved from soft tissue cells found in a recently excavated pregnant Tyrannosaurus Rex fossil has led researchers at North Carolina State University to produce the first fully living dinosaur embryo in millions of years.  The pregnant Tyrannosaurus Rex’s DNA, that was preserved in “extremely good condition” according to experts, was introduced into the skin cells of a chicken, a modern relative to	FALSE	True	1	1	1
166015129194195039443590558050140119376	Former Staffer For Pete Buttigieg’s Campaign Is Now In Charge Of Voter Protection For Nevada Caucus - Blavity	Former Staffer For Pete Buttigieg’s Campaign Is Now In Charge Of Voter Protection For Nevada Caucus - Blavity Nevada voters are not pleased after finding out the Nevada Democratic Party's new voter protection director is a former Pete Buttigieg campaign staffer.  Emily Goldman, a former staffer of the Pete Buttigieg campaign in Iowa, was hired for a position within the Nevada Democratic Party, reports the Las Vegas Review-Journal.  The situation reminds Nevada voters of the disastrous Iowa caucus incident,	FALSE	False	0	0	0
11782079677089276967280378435037649080	Rick Santorum: 'I have no problem' with John Bolton testifying after 'this impeachment thing' is over	"Rick Santorum: 'I have no problem' with John Bolton testifying after 'this impeachment thing' is over Conservative CNN contributor Rick Santorum asserted on Tuesday that former National Security Adviser John Bolton should wait until after President Donald Trump's impeachment trial ends to reveal what he knows about the president's scheme in Ukraine.  ""The only thing I would question is sort of the timing of submitting the book for review,"" Santorum said during an appearance on CNN. ""I mean, you're doing it"	FALSE	False	0	0	0
136855968142801583670652206528736253201	Thousands Of Pro-Gun Activists And Far-Right Extremists Swarm Richmond, Virginia	Thousands Of Pro-Gun Activists And Far-Right Extremists Swarm Richmond, Virginia RICHMOND, Va. ― Thousands of pro-gun protesters, along with extremist factions from all over the country, crowded in and around Capitol Square on Monday for a pro-gun rally that for weeks has stoked fears of violence that reached the highest levels of Virginia government.  Three neo-Nazis associated with a violent white supremacist group called The Base were arrested last week after allegedly discussing plans to travel to the r	FALSE	False	0	0	0
189140268904961331849855944986596165082	Mike Pompeo pilloried over photo showing policy board created by Hillary Clinton is now full of 'lots of white men' but no women	Mike Pompeo pilloried over photo showing policy board created by Hillary Clinton is now full of 'lots of white men' but no women U.S. Secretary of State Mike Pompeo is under fire after posting a photo of members of his Foreign Affairs Policy Board that is comprised of nearly all white men and no women.  In 2011 then-Secretary of State Hillary Clinton created the advisory board. It has, before Secretary Pompeo, been a far more diverse group.  In years past, the board has included notable women including form	FALSE	False	0	0	0
103843785117134471905351170640978835255	Transcript: Night 2 of the first Democratic debate	Transcript: Night 2 of the first Democratic debate For the second night in a row, a field of 10 Democrats who want to be their party’s nominee for president debated onstage in Miami. Here are highlights from the debate, here are The Fix’s winners and losers, and below is the full transcript of the debate.  NBC ANCHOR SAVANNAH GUTHRIE: So, with that business taken care of, let’s get to it. And we’re going to start today with Senator Sanders. Good evening to you.  You've called for big, new government benefit	FALSE	False	0	0	0
280798488345158329065130657809075577898	Transcripts	Transcripts Return to Transcripts main page  Anderson Cooper 360 Degrees  President Trump Won't Let Former White House Counsel Don McGahn Testify to Congress; Sen. Mazie Hirono (D-HI) is Interviewed about Trump Not Letting McGahn Testify to Congress; House Speaker Pelosi Accuses Barr of Lying to Congress; Rep. Ted Lieu (D-CA) Is Interviewed About A.G. Barr. Aired 8-9p ET  Aired May 02, 2019 - 20:00 ET  THIS IS A RUSH TRANSCRIPT. THIS COPY MAY NOT BE IN ITS FINAL FORM AND MAY BE UPDATED.  [20:00:09] ANDERS	TRUE	False	0	0	0
309117208885088011567108342771072045227	12 White Female Bodies in Garage Freezer Tagged, Black Lives Matter	12 White Female Bodies in Garage Freezer Tagged, Black Lives Matter 12 White Female Bodies in Garage Freezer Tagged, “Black Lives Matter”  The Los Angeles Police Department came across a gruesome discovery today when several neighbors called concerned about suspicious activity at a home in their neighborhood. Several 911 calls directed police to the 800 block of Woodland Avenue on Wednesday morning. Upon arriving at the scene, police knocked on the door to be greeted by a man who seemed “under the influence	FALSE	False	0	0	0
3297100985334601748390533387428469265	Rain fell at the normally snowy summit of Greenland for the first time on record	Rain fell at the normally snowy summit of Greenland for the first time on record (CNN) For the first time on record, precipitation on Saturday at the summit of Greenland — roughly two miles above sea level — fell as rain and not snow.  Temperatures at the Greenland summit over the weekend rose above freezing for the third time in less than a decade. The warm air fueled an extreme rain event that dumped 7 billion tons of water on the ice sheet, enough to fill the Reflecting Pool at the National Mall in Washi	TRUE	True	0	1	1
70690477554397120206171903394253119775	Spring Is Springing Sooner, Throwing Nature's Rhythms Out Of Whack	Spring Is Springing Sooner, Throwing Nature's Rhythms Out Of Whack Spring Is Springing Sooner, Throwing Nature's Rhythms Out Of Whack  Enlarge this image toggle caption Nathan Rott/NPR Nathan Rott/NPR  There's a cycle that starts when the snow melts and the earth thaws high in Colorado's Rocky Mountains. It's a seasonal cycle based on timing and temperature, two variables that climate change is pushing increasingly out of sync.  To the outsider, it can be hard to see: Plants still grow, flowers bud, bears a	TRUE	True	1	1	0
150901752055902164703765577887183709014	Multiple NASA Studies Confirm Bedrock Heat Flow Behind Melting Polar Ice, Not Global Warming	Multiple NASA Studies Confirm Bedrock Heat Flow Behind Melting Polar Ice, Not Global Warming Written by James Edward Kamis on Aug 7, 2018 . Posted in Latest news  In what amounts to dissension from National Aeronautics and Space Administration (NASA) climate change policy, a series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.  A review of these studies and their significance relative to what for	FALSE	True	1	1	1
55952114730044251136497135561217241920	Study Finds Sun—Not CO2—May Be Behind Global Warming	Study Finds Sun—Not CO2—May Be Behind Global Warming People enjoy the sunshine as they walk along the beach in Blackpool, Lancashire, United Kingdom on March 16, 2021. (Paul Ellis/AFP via Getty Images)  Study Finds Sun—Not CO2—May Be Behind Global Warming  New peer-reviewed paper finds evidence of systemic bias in UN IPCC's data selection to support climate-change narrative  The sun and not human emissions of carbon dioxide (CO2) may be the main cause of warmer temperatures in recent decades, according to a	FALSE	True	1	1	1
201914460179975751683603402664338251598	Great Barrier Reef Sea Surface Temperature: No Change In 150 Years	Great Barrier Reef Sea Surface Temperature: No Change In 150 Years by David Mason-Jones  Come November and December this year (2021) it will be exactly 150 years since a scientific expedition made meticulous observations of water temperatures along the Great Barrier Reef.  On the voyage from Sydney to Cape Sidmouth in far north Queensland scientists took hourly sea surface temperatures between 6:00am and 6:00pm every day ‘of the warm current setting south along the east coast of Australia’ now known as East	FALSE	True	1	1	1
297513102803273042738522945144353786894	Education: Don’t scrap counterpart funding – Wike	Education: Don’t scrap counterpart funding – Wike From TONY JOHN, Port Harcourt  Rivers State Governor, Nyesom Wike, has dissociated himself from those who were calling for the scrapping of the counterpart funding system for basic education in the country.  Governor Wike declared the stance of the State government on such calls when the Minister of State for Education, Chukwuemeka Nwajiuba, paid him a courtesy visit at Government House, Port Harcourt, yesterday.  He said the counterpart funding arrangement	FALSE	False	0	0	0
277549316187144683426262555595907153054	Customs: We can’t effectively police the borders with 15,000 officers	Customs: We can’t effectively police the borders with 15,000 officers The Nigerian Customs Service (NCS) says it cannot effectively police the country’s borders with 15,000 officers.  Hameed Ali, the customs comptroller-general, was speaking on Thursday at the presentation of the service’s 2021 budget before the house committee on customs service.  NAN reports that the NCS proposed a budget of N242.45 billion for the 2021 fiscal year.  According to Ali, the problem of smuggling and arms proliferation being	Partially false	False	0	0	0
67971979977764391903509744559553853100	AMCON Seizes Buhari’s Abuja Properties	AMCON Seizes Buhari’s Abuja Properties Advertisement  The Asset Management Corporation of Nigeria (AMCON) has announced the seizure of properties belonging to Senator Abdulafatai Buhari over a debt of N600 million.  In a statement on Wednesday, signed by its spokesperson, Jude Nwauzor, AMCON said Buhari, through his company, Abadat ventures secured a loan from Guaranty Trust Bank (GTB) and rebuffed several reminders to repay the loan.  Nwauzor added that the seizure of Buhari’s assets was in line with an or	Partially false	False	0	0	0
187050988280936493805484655300903071335	Recruit National Youth Service Members Into Military To Fight Boko Haram – Governor Fayemi Tells Buhari	Recruit National Youth Service Members Into Military To Fight Boko Haram – Governor Fayemi Tells Buhari Governor Kayode Fayemi of Ekiti State has advised President Muhammadu Buhari to recruit members of the National Youth Service Corps into the Nigerian military to tackle the insecurity ravaging the country.  He urged Buhari to equally turn NYSC camps into security training grounds to recruit the “able” graduates to join the military in order to curtail the insecurity in the country caused by Boko Haram ter	Partially false	False	0	0	0
73000635054614803805024014310144658440	Tinubu should not be anointed next Nigeria president: Shina Peller	Tinubu should not be anointed next Nigeria president: Shina Peller Federal lawmaker Shina Peller has stated that the next president of Nigeria should not be chosen based on personality cult or subjective feelings.  Reacting to a question on whether former Lagos governor, Bola Tinubu should be president of Nigeria in 2023, Mr Peller says that the president’s office should be based on strong institution rather than individuals. He said criteria should be set, leaving whoever meets the criteria to occupy the o	Partially false	False	0	0	0
136020206451587331653930997829967965195	Hospitality businesses across Northern Ireland now struggling to find staff to fill a range of roles	Hospitality businesses across Northern Ireland now struggling to find staff to fill a range of roles Something went wrong, please try again later.  Get the latest nostalgia features and photo stories from Belfast Nostalgia straight to your inbox  Northern Ireland is suffering a real shortage of staff in the hospitality sector.  Just a month after many reopened their doors for the first time since 2020 some have been unable to keep their usual business hours despite a steady flow of customers through the cit	FALSE	False	0	0	0
83171825180047780686864594352124557514	Veteran Dennis Hutchings starts legal challenge against ‘discriminatory prosecutions’ of ex-soldiers	Veteran Dennis Hutchings starts legal challenge against ‘discriminatory prosecutions’ of ex-soldiers Former British soldier Dennis Hutchings (left), who has been charged over the fatal 1974 shooting of a man in Northern Ireland, takes part in a protest to call for an end to prosecutions of veterans who served during the Troubles, on Horse Guards Parade, London. PRESS ASSOCIATION Photo. Picture date: Saturday September 16, 2017. See PA story PROTEST Soldier. Photo credit should read: Gareth Fuller/PA Wire  D	FALSE	False	0	0	0
279813052322333587151349001293720817336	Families to be left £2,000 a year worse off as cost of living continues to soar	Families to be left £2,000 a year worse off as cost of living continues to soar The Mirror can reveal families could suffer a £2,000 a year average hit from the cost of living crisis ­gripping the nation. Boris Johnson has been accused of ignoring the growing problem  Exclusive: Families to be left £2,000 a year worse off as cost of living continues to soar  Struggling Brits have been warned to brace for a financial nightmare this spring as ­soaring bills, tax hikes and wage cuts batter household budgets.	Partially false	False	0	0	0
79455199518594775107899581717295547117	Parents fight back after schools vowed to defy end of Plan B and force pupils to wear masks	Parents fight back after schools vowed to defy end of Plan B and force pupils to wear masks Has your child been sent home for refusing to wear a mask? Email: jack.wright@mailonline.co.ukAdvertisement  Parents have launched a campaign to prevent ‘overzealous’ schools from imposing masks in schools after teaching unions threatened to derail Boris Johnson’s easing of Covid curbs.  Head teachers in England are set to ignore the Prime Minister’s bonfire of Plan B restrictions by compelling pupils to wear face c	Partially false	False	0	0	0
252889991570120465878411541707198248164	Covid in schools: Inquiry launched to find 100,000 pupils absent in England	Covid in schools: Inquiry launched to find 100,000 pupils absent in England Update 25 February: This article originally reported that children's commissioner Dame Rachel de Souza told BBC Woman's Hour that between 80,000 and 100,000 children were not on any school rolls at all. The Office of the Children's Commissioner for England subsequently confirmed that Dame Rachel misspoke and that this figure actually relates to the number of children who were persistently absent from school in autumn 2020, following	Other	False	0	0	1
42064890795111172674373473085738388215	Hope of £20bn a year jobs boost for Brexit Britain in Asian-Pacific bloc	Hope of £20bn a year jobs boost for Brexit Britain in Asian-Pacific bloc We use your sign-up to provide content in ways you've consented to and to improve our understanding of you. This may include adverts from us and 3rd parties based on our understanding. You can unsubscribe at any time. More info  Sign up fornow and never miss the top politics stories again  Ministers say the UK is “on track” to become part of the £9trillion Comprehensive And Progressive Trans-Pacific Partnership (CPTPP) next year.  We'r	FALSE	False	0	0	0
244835145053545660365643759223246279254	The sexist reason you’re not as scared of Storm Eunice as you should be	The sexist reason you’re not as scared of Storm Eunice as you should be UPDATE, 21 February 2022: Following the publication of this article we were made aware of subsequent research that raised issues with the 2014 academic study referenced in this piece. The 2016 paper, published in journal Weather and Climate Extremes, found there was no difference in the death tolls between male- and female-named storms.  Storm Eunice is poised to descend upon us, bringing with it a rare Met Office “red” alert in south W	FALSE	True	0	1	1
244502204019734409827106049014504120078	Half a million more elderly in debt since 2010	Half a million more elderly in debt since 2010 We use your sign-up to provide content in ways you've consented to and to improve our understanding of you. This may include adverts from us and 3rd parties based on our understanding. You can unsubscribe at any time. More info  Sign up fornow and never miss the top politics stories again  Official figures showed the 1.4million owing in 2010 rose to 1.95million by 2020. Data from the Office for National Statistics also said the proportion of over-65s in debt ro	Partially false	True	1	1	0
313121041383375279275272363102204809958	Official UK Government Data now suggests Fully Vaccinated Brits may already be suffering Covid-19 Vaccine induced Acquired Immunodeficiency Syndrome	Official UK Government Data now suggests Fully Vaccinated Brits may already be suffering Covid-19 Vaccine induced Acquired Immunodeficiency Syndrome Official UK Government data on Covid-19 has suggested for months that most of the fully vaccinated are developing full blown Covid-19 vaccine induced acquired immunodeficiency syndrome (AIDS), now the latest data suggests a high number of fully vaccinated Brits may have already hit the point of no return and are now suffering with the autoimmune disease.  The E	FALSE	True	1	1	1
301605319124445546395431745986261082923	We've known how to cure COVID since about March of 2020': Dr. Robert Malone	"We've known how to cure COVID since about March of 2020': Dr. Robert Malone COVID-19 mask mandates were never necessary, says Dr. Robert Malone.  ""We've known how to cure COVID since about March of 2020,"" the mRNA vaccine pioneer-turned-critic told ""Just the News, Not Noise"" TV show cohosts John Solomon and Amanda Head.  The sudden scramble two years later by Democratic governors to lift mask mandates ""is a clear pivot consequent to their horrible polling numbers,"" Malone said. ""It's exactly what I predict"	FALSE	True	1	1	0
281738133669911621490199782654990209340	Fury as Tory MPs vote to allow water companies to dump raw sewage into Britain's rivers and seas	Fury as Tory MPs vote to allow water companies to dump raw sewage into Britain's rivers and seas MPs are facing a backlash after voting against amending a bill to stop water companies dumping raw sewage into Britain's rivers and seas.  Just 22 Conservatives rebelled against the Government last week by voting for an amendment to the Environment Bill which sought to place a legal duty on water companies not to pump sewage into rivers.  Sewage pollution is a key component of what MPs have heard is a chemical c	FALSE	False	0	0	0
45171633289509587609257748540255020439	Cost of living crunch is a big hit but we have to fix the NHS, says Rishi Sunak	Cost of living crunch is a big hit but we have to fix the NHS, says Rishi Sunak ENERGY bills will be going up and I know how anxious families across the country will be feeling about this news.  Firstly, let’s look at why this is happening.  2 I know how anxious families across the country will be feeling about the news energy prices are going up, says Rishi Sunak  There are a few factors causing energy prices to rise so dramatically, and unfortunately they are mostly out of the Government’s control.  One i	FALSE	False	0	1	0
54362275515758114571300170593285004556	Guardian 'Person of the Year' Poll Stopped After J.K. Rowling Takes Lead	Guardian 'Person of the Year' Poll Stopped After J.K. Rowling Takes Lead An online poll conducted by the staunchly left Guardian newspaper seeking nominations for “Person of the Year” has been turned off, sparking speculation it was shut down when author J.K. Rowling took the lead.  The poll was launched on December 15 and posed a simple question: “Who would be your 2021 person of the year, and why?” It can be found here.  As of Wednesday it was no longer live, launching conjecture from a number of sources	Partially false	False	0	0	0
122971623353409252549758093405184822544	New Year's asteroid bigger than Big Ben to crash into Earth's atmosphere	New Year's asteroid bigger than Big Ben to crash into Earth's atmosphere Something went wrong, please try again later.  Get daily headlines and breaking news alerts for FREE by signing up to our newsletter  An asteroid measuring roughly the same size as a skyscraper is due to burn through the Earth's atmosphere in the new year.  The colossal rock mass named by NASA as the Asteroid 2013 YD48 is said to be a 'potentially hazardous object'.  The asteroid measures around 104 metres wide and will pass within 3.3	FALSE	True	1	1	1
140074128214342611920862187661871154612	National Insurance: introduction	National Insurance: introduction The amount of National Insurance you pay depends on your employment status and how much you earn.  You can see rates for past tax years.  National Insurance increase from April 2022  From 6 April 2022 to 5 April 2023 National Insurance contributions will increase by 1.25 percentage points. This will be spent on the NHS, health and social care in the UK.  The increase will apply to:  Class 1 (paid by employees)  Class 4 (paid by self-employed)  secondary Class 1, 1A and 1B (p	Partially false	False	0	0	0
158094626510641166901719935425753221381	NHS 'off the table' in US trade talks, says Government	"NHS 'off the table' in US trade talks, says Government The NHS will be ""off the table"" in any US-UK trade negotiations, the government said on Monday as it set itself limited ambitions for a future trade deal with Washington.  Publishing its mandate for negotiations, the government appeared to bow to public pressure not to accept US farming methods, although trade experts said the British position left a small amount of ""wriggle room"" on shifting agricultural standards.  ""The NHS will not be on the table. T"	FALSE	False	0	0	0
188361334812179154173163155248577129969	Family doctors now treat 200,000 fewer patients on Fridays	Family doctors now treat 200,000 fewer patients on Fridays Family doctors are treating 200,000 fewer patients on Fridays as the surging number of part-time GPs enjoy long weekends off, figures suggest.  Surgeries conduct their highest number of appointments on a Monday – but availability gets progressively worse throughout the week.  Patient groups last night reacted with fury to the revelation, warning that people risk being left in agony over the weekend or forced to go to busy A&Es.  GPs conducted an ave	Partially false	False	1	0	0
340222199601518208928389011794951636825	Red tape cut for wine imports to save British wine lovers £130m a year	Red tape cut for wine imports to save British wine lovers £130m a year Ministers today (25 July 2021) pledged to cut red tape for British wine importers - saving British wine lovers up to £130m a year.  Once implemented, the change would remove the requirement for VI-1 certificates on all imports of wine into Great Britain, which means substantial savings for consumers and businesses.  The move will take away a significant burden on our wine trade, the second largest in the world in value terms. Industry an	Partially false	False	0	1	0
147873413045255424343064491280404279426	Shroud-waving NHS bosses, egged on by the BBC, are a plague of every winter	Shroud-waving NHS bosses, egged on by the BBC, are a plague of every winter Alarm bells are ringing loud and long, the klaxons reaching full volume. This week we have been subjected to a barrage of grim warnings about the crisis that is beginning to engulf the NHS in the wake of the pandemic.  Overstretched, short-staffed and underfunded, the health service is said to be facing the worst winter in its history, according to NHS Providers, which represents bodies such as hospital trusts and the ambulance serv	FALSE	False	0	0	1
94523179572867416180887462371886856030	Pandemic of the Vaccinated – Worldwide data on 188 countries proves the highest Covid-19 case rates are in the most vaccinated countries	Pandemic of the Vaccinated – Worldwide data on 188 countries proves the highest Covid-19 case rates are in the most vaccinated countries Worldwide analysis of 188 nations shows a massive global correlation between vaccination and higher case rates of Covid-19, proving the world is currently experiencing a pandemic of the vaccinated.  METHOD  Data was analysed from the ‘Our World in Data’ site of Johns Hopkins University on 247 million Covid-19 cases from the very start of the pandemic to October 31st 2021,	Partially false	True	1	1	1
